58,1
1256,0
1164,4
1434,0
1725,0
472,0
529,0
762,61
40,0
985,0
503,1
1072,0
535,0
898,2
692,0
1300,0
577,3
1514,5
1548,0
83,44
1269,2
255,0
265,0
377,1
1006,0
287,180230
1718,14
151,0
1325,0
1119,0
1691,0
648,0
948,3
1413,1
805,0
34,0
1714,222
1344,0
1688,1
569,0
468,2
77,0
886,5
1329,0
699,0
611,0
806,27
293,0
1442,0
1228,1874
368,0
1787,0
1307,0
1791,67
961,0
1767,0
1270,0
1488,3
1774,0
788,6
1585,2
170,0
1381,0
576,0
1771,0
1031,0
1778,0
617,0
915,0
1357,0
1283,0
53,0
156,2
1404,0
473,0
1544,0
1090,14
1317,5
801,0
253,0
539,1
1468,0
1399,25
471,0
391,0
1485,0
1257,18
1330,0
200,2
668,3
1425,0
149,0
1630,0
1676,0
528,0
903,0
610,0
1495,0
380,7596
187,1
67,0
257,0
333,1
209,0
114,2
1225,4
828,0
476,0
1016,0
1375,0
807,993
714,3
1376,0
1680,6
940,3809
461,0
1546,970
104,0
242,0
735,2141
1128,37
1697,2400
992,0
363,0
32,1278
247,0
943,55
703,9499
154,5
1170,0
891,0
1050,0
1640,0
1533,12938
1522,4
406,0
1538,0
636,0
263,0
695,0
428,0
1792,71
1020,4
88,0
1633,0
254,0
1017,0
1740,0
809,0
836,0
1053,0
606,0
1266,3
278,726
1566,0
804,0
1643,8
1126,0
409,0
904,75
1042,1
275,0
1666,0
1777,0
1110,237
1086,2
1590,0
330,22912
1033,10
439,0
1447,1
72,0
1715,7
1484,0
1396,7
884,0
868,0
357,0
1649,0
1580,6
495,2
485,0
355,0
475,11746
707,0
396,0
1547,11
192,0
1174,0
550,0
1052,0
1024,0
1135,0
1743,0
1537,0
426,2
917,0
1358,2862
1613,0
42,0
1310,0
752,1235
120,1
1733,1
487,2208
1078,0
1331,0
298,5
378,8
1498,0
1681,0
1021,0
889,0
1193,0
708,0
399,12
690,0
1091,32
920,1
1799,0
1309,0
467,0
1770,0
546,11
108,366
1114,0
967,0
1491,0
349,5
117,0
1105,41
906,0
988,0
630,0
817,1
931,0
457,2
369,183
685,0
938,10039
1252,0
1423,0
219,1
1607,0
872,30
494,1
341,0
975,0
1742,0
1418,304
91,0
739,0
945,0
1144,0
1782,1
1051,0
295,1
167,0
798,2849
1350,0
386,13
1492,0
1710,0
1261,0
908,0
1452,6113
1722,0
489,0
403,523
596,1713
1559,2
300,0
951,0
978,0
757,0
1311,1
1694,0
262,0
952,0
214,43837
554,0
997,0
224,0
1098,288
1130,0
1650,39
776,106
772,0
612,0
829,154
871,0
1209,0
1304,4
48,0
1069,6
1343,0
1276,0
450,0
417,0
712,1
419,0
141,0
1026,1
35,0
304,0
484,0
1415,0
526,0
366,0
696,0
402,8
246,849
560,7
1101,0
1149,0
1459,30
1464,6
1291,94
506,0
1113,0
205,0
1448,0
1598,0
1560,2
1030,0
899,0
1236,1
1472,0
1040,0
1796,0
1202,7
344,0
1512,0
702,0
955,0
436,4
1667,0
1702,19347
769,2
1475,16
1698,1723
1594,0
876,0
1407,0
561,82074
318,0
1762,0
31,1
1064,0
1308,0
724,0
383,0
918,0
15,0
1789,0
38,0
302,0
482,0
1720,0
780,0
1705,0
947,305
537,0
362,0
736,0
1274,0
459,0
1562,0
1383,0
1227,0
1388,5
1735,1
11,0
1564,65
585,0
1217,0
1136,0
1591,0
902,0
477,0
813,0
597,2
1001,0
1318,1
1523,3
1567,0
350,0
767,13
483,0
233,0
740,0
1428,1
373,0
240,0
61,0
1004,0
303,0
1627,486
1079,0
879,0
1237,0
1005,0
1608,97
557,0
423,0
1657,0
50,0
1421,0
568,0
765,7
681,32
882,0
693,0
211,8
960,0
996,0
665,0
1345,2
1364,6015
1219,0
1141,0
1682,421
252,0
458,0
13,1074
1233,0
671,0
143,1
379,732
1254,5
575,0
136,0
521,0
401,1
221,0
1007,1732
191,0
1201,0
763,0
294,0
1293,1
911,0
1027,0
460,1
1412,0
1763,0
1493,0
1636,0
1453,0
716,0
1015,11
746,529
352,0
1618,18
1758,0
1231,0
818,0
764,0
748,0
989,0
723,0
852,5
1414,7725
1460,0
22,0
1316,0
1046,0
1476,0
1171,0
536,9
662,5
555,3
994,0
176,0
602,0
1511,0
400,2
632,0
887,0
1458,35
135,1
725,0
413,0
1290,0
1623,0
1385,76
1321,25
1426,0
1793,0
1703,0
258,0
980,0
1699,0
1579,0
1558,14067
1402,180745
1692,0
877,0
130,7032
41,0
1501,0
1341,0
309,13
85,0
347,0
1443,0
921,0
924,0
567,0
1208,5
520,0
1586,5
286,2
1551,588
441,0
1392,0
1168,901
158,0
1183,1
758,0
435,0
925,102
1515,1793
433,0
94,0
319,0
284,0
1615,0
683,4248
166,0
1726,9
1497,1
905,0
18,89385
1038,9
864,0
754,10
946,0
1696,0
790,0
62,0
926,0
44,3184
70,6
1323,29753
144,0
1250,653
768,26
1505,758
78,0
1723,6551
1653,1
374,0
838,5842
697,3
1576,0
551,0
1595,0
1302,1
603,1947
499,0
645,1
1166,1936
1162,0
145,0
1372,0
1731,1
673,0
1398,59
478,0
310,1
599,0
1427,0
157,0
1134,0
1035,2476
803,0
129,0
