isomiR_ID
6151
8201
6161
12309
49174
4118
10265
34844
26657
49186
36898
16423
20521
34859
38961
6204
20542
4158
22595
49222
47185
14419
32856
32858
39009
6247
41064
32877
41069
26735
2164
20597
14458
6272
10372
2180
24713
10380
30861
26768
10391
14487
49307
47259
14493
41119
34980
41125
12456
39080
28846
22705
22712
30906
12494
35025
10451
22743
24794
28891
41181
18659
4324
2277
4325
4326
49386
24811
39148
39149
37102
43249
16627
28917
2295
30967
30968
14596
18694
41225
283
12571
45340
24862
33056
28960
18723
41255
12587
41263
47413
37174
6456
45369
47417
2363
4411
39230
37184
18753
10561
14659
41285
8524
2383
49488
8528
12624
2387
20818
4436
14676
47447
16728
347
18780
354
47461
12283
29032
37224
14697
43376
2421
29047
16760
20858
4477
31103
20865
6530
2439
18831
14737
18836
18837
24984
33176
20889
31133
22944
4513
2468
423
14762
2481
434
27057
22961
12735
6595
49606
31174
8648
39368
33227
4555
2509
29144
41433
33242
41437
16862
4573
39399
33262
495
16886
8694
41462
43514
8699
31227
6654
49663
37381
29191
4615
29192
47623
41486
10766
14863
39440
4626
25107
37398
33304
27163
541
23072
545
6689
35364
43556
6695
16942
39471
8753
41522
2610
33332
23090
47670
47671
25153
8770
8769
21059
45636
33350
37443
27211
43596
10828
6731
25167
43599
45654
6749
33376
41569
45665
25192
33386
33391
49775
41585
10864
35443
31344
47729
41592
2680
35448
6781
33408
17024
19072
17028
6789
23174
33416
41610
43660
4749
33422
31375
45714
35476
45718
35479
6810
47773
27294
8865
33442
673
21157
8870
27304
39593
35498
45746
4796
15036
23232
17090
39619
10948
4805
4809
23243
718
35541
13014
49883
45790
6880
43748
4836
31461
6888
27370
47850
8943
17136
17139
17140
23286
33527
24574
33534
767
35585
37636
43781
15112
6921
8970
35595
35606
43798
2845
798
2849
803
31524
49957
47911
45866
25387
21291
23343
45872
49969
13106
19254
23352
6971
33598
833
41800
49997
39764
4951
43864
13145
33629
43871
45922
17251
37730
17255
4973
15226
39805
45953
17285
21382
15241
35725
43918
37774
13200
5009
21392
39821
917
31638
21399
25498
923
23452
21405
15263
931
45987
2984
13227
31659
13229
21425
19378
50106
39868
13250
50119
11208
27593
3020
9166
33743
13264
15317
19415
17373
39903
21473
9186
50149
21477
5094
21479
29674
13295
11249
21491
7161
44026
50175
48127
1028
29703
48143
27666
39958
1051
13340
25630
37921
44067
25638
9256
35881
21545
37933
5167
33840
39983
23605
21561
23611
23612
48190
9283
17477
23621
42056
7247
19536
5200
42067
44115
13395
42070
31830
46173
9310
9313
9315
13418
21612
44141
5229
48241
25716
44148
44150
7286
35962
7293
33925
15495
19592
42121
7303
29843
48277
31894
38041
3226
7323
25759
17572
1189
27813
3238
36006
13479
13480
15525
23721
23722
15537
13490
5304
38073
25788
27846
3280
7379
46293
27862
7384
1241
25822
19679
50400
13537
5346
50405
27881
5355
27884
21742
11503
31986
7414
1271
11511
27896
23802
27900
9469
1278
19709
21757
46343
46344
42250
13583
5392
38161
50460
23837
46366
25887
25888
3361
50466
44323
3364
25893
40222
21799
23848
7468
15667
38197
42294
36150
5430
32055
36160
36165
7496
27977
48458
46411
11597
21844
25941
40277
3416
1369
32090
36193
42347
25967
44400
19825
5492
42360
15738
28034
1411
32136
46473
38283
23949
21904
19862
50583
28057
38299
9629
9643
15798
9656
50619
36284
15803
38338
3523
28099
38352
24016
36309
46552
13787
36316
1505
26082
1509
7656
7664
3569
44531
5624
30206
26111
5633
5636
3590
28167
38407
15885
40464
28177
17944
7704
40477
24099
42532
50729
28204
17967
1583
9777
42545
20015
5685
3638
40502
36408
5688
5692
44606
40510
5698
1608
32329
38474
36429
34383
1617
13912
36446
26207
48737
32356
13929
32371
46708
26229
5749
22139
34431
1664
32385
40577
46724
9865
38537
36491
16012
46735
38546
11923
16019
50838
28315
34461
40607
1696
48801
24226
3747
36516
38563
48810
32433
48820
50869
14005
48822
24246
32441
1723
34492
46784
40640
26306
16065
16064
1736
1737
32458
46796
48848
18133
24277
9944
44772
16102
9961
9962
32491
46828
34541
1773
3832
18169
18170
40709
48902
38676
48922
30491
14112
22307
18212
42791
36648
50990
48942
30514
42807
16195
32579
1862
42825
5965
30542
48974
36689
18259
12116
8029
30560
1890
44898
46965
6008
42874
16251
18308
42886
3978
6026
42894
26515
28564
18329
34715
34719
51106
30626
14244
6061
12210
4022
8125
24513
42948
26567
18376
30673
34770
28628
47060
34775
38873
32733
2020
24549
18408
22505
42987
20462
38895
14318
36849
12273
49138
32759
34811
26621
8190
