1110	386.73116827906	3.49793263990046	0.274800196770805	12.7290034032176	4.08013797326435e-37	2.50574689704038e-34
1739	122.888837598155	4.44057042603509	0.349567823716036	12.7030296405149	5.68841520326987e-37	2.50574689704038e-34
1168	4426.79412395553	-2.31128133269221	0.183686998292765	-12.5827160015345	2.62835324607033e-36	7.71859736595986e-34
816	113.80110669246	4.4546564107011	0.358687801945043	12.4193139174095	2.05314634998927e-35	4.52205483585137e-33
330	43262.0508731178	-1.84123887756765	0.148598809283006	-12.390670466686	2.93578580078526e-35	5.17285458098363e-33
698	42868.8153906624	-1.83720725893103	0.149007984800951	-12.3295893262715	6.27657911455086e-35	9.21611033319885e-33
1563	548.782160079347	-1.9002198177978	0.164848409897992	-11.5270739886035	9.63633916065459e-31	1.21280211436239e-28
1285	16.3990621207162	4.37638549782956	0.381649182316826	11.467037532381	1.93159175085915e-30	2.12716541563364e-28
1515	37982.9278268239	-4.38206890662584	0.393205809860297	-11.1444663246018	7.61997298905725e-29	7.4591068926216e-27
193	5.5262226449289	4.35775637364745	0.39713192256782	10.9730699699752	5.1493761170595e-28	4.53660035912942e-26
1196	102.839352175228	1.18714910012135	0.108530863929893	10.9383548341438	7.55585353214607e-28	6.05155178347335e-26
1752	991.16760245969	1.93524031190338	0.177334146275584	10.9129592497992	9.99488041002633e-28	7.33790803436099e-26
965	109.259595891325	6.22362184657058	0.571280562278273	10.8941599933852	1.22895351662095e-27	8.32852344725428e-26
1077	28.0617076987781	1.70370177539289	0.156817239522101	10.8642505159822	1.70618345595215e-27	1.07367687478132e-25
761	151.466041451533	5.862911315488	0.575215245903683	10.1925520181183	2.14069575000786e-24	1.25730197050462e-22
271	36.7433762218589	1.04655951291625	0.102975395605655	10.1631997309732	2.89419090518481e-24	1.59361386716739e-22
1546	1705.56636736796	-1.20868450154176	0.119858644916994	-10.0842496791017	6.48587988028169e-24	3.36121186736951e-22
