1,527,2,0,0,0,587,8,45068,0,16,1,4,2,0,0,0,127,0,0,4,5,2,0,21,19150,0,18,1,16,1,0,0,0,0,1,1,5,0,0,0,0,42,181,6,0,0,353,1,19,306,0,987,0,0,29963,0,0,0,305,688455,21,1,1,1,0,2537,1,1,0,0,6,0,17,4,0,3,0,0,45537,0,1,623,0,0,4,0,7,10,74,1,4274,3491,790,8,4359,13,14,19,9,175,0,16,15,0,0,0,0,1,0,12,356,1,6376,9,1,6,3,8,0,0,0,125,1293,0,126,4,1,0,909,0,5,0,1,0,44,0,8,58,32632,0,2068,4,44,1,0,0,351,0,0,0,233,5,22,0,62553,7,0,4,8,0,42,0,0,0,40,5,2,0,1,290,2993,14,0,0,7,3,6,0,0,99695,2,0,116,1,0,0,1,2789,266689,1,3,1,0,6715,34,1,2,576,0,108394,667,3,1,1,0,1,20,0,0,39,1,0,0,0,1,21,157761,224,2,11,417,0,0,1,0,2,7190,2,108,521,4,312,5,1,8,1,7,0,965,2,0,6,3,4469,7,12,0,2,8,0,2,116,260,1,45279,0,1,8,4,0,3,12,7366,0,1,4128,0,8,0ca8de24-aa49-43df-b561-2deceb4f2b59.mirbase21.mirnas.quantification.txt
17,4495,11,0,2,70,3235,43,633,0,234,0,91,0,0,1,1,2417,11,3,70,46,0,1,4,92238,0,12,0,19,1,0,0,0,0,31,0,2,0,1,23,2,1,232,7,0,0,267,20,5,38,1,9,1,0,538178,0,0,0,13587,150089,53,0,30,1,2,16430,0,0,2,0,993,0,43,10,2,1,0,12,713,1,24221,10119,16,0,148,2,45689,1,21,0,20498,103,438,9,30242,9,4,4,1,50,0,1059,1989,0,0,0,0,0,5,0,3,23,82677,0,0,48384,0,0,0,1,0,3,259,0,6,151,17,1,314,84,4,0,0,0,0,3,10,15516,188751,5,17850,9,390,0,1,6,7,5,2,10,5,314,4,2,6656,438,0,2,0,26,162,3,5,1,26,713,0,361,1,1,4089,246,0,0,0,1,95,0,2,5271,28,5,4,0,1,0,11,16736,16314,0,0,7,2,83917,22,5,1,55875,3,45145,48,25,0,13,3,3,151,0,1,808,0,0,1,260,0,923,259676,303,2,45624,32227,6,7,0,1,0,2587,0,6,2816,4,13729,4,2,1,7,0,2,47909,8,0,7,0,186461,37738,4,0,0,9,1,0,8,793,0,621,2,0,6,4,2,1,0,19387,1,18,31894,0,1,7ab14838-ec9d-45c5-9ca1-c440b4ae1fcb.mirbase21.mirnas.quantification.txt
5,45,6,0,0,0,1900,0,15688,2,44,0,32,1,0,0,1,90,4,3,14,29,2,0,15,50280,115,19,0,59,0,0,2,1,1,2,2,26,0,0,0,1,5,475,11,0,1,209,19,30,71,0,600,0,0,52204,0,0,0,48,2365009,4,0,6,4,0,6298,1,1,2,0,51,1,23,14,5,4,0,27,15228,0,3,1972,0,1,23,0,17,6,545,0,478,7567,473,65,17166,20,11,36,0,212,0,238,26,0,1,1,0,3,1,1,4,3,31597,9,0,11,0,29,3,0,1,113,1265,2,2,40,0,5,1388,1,3,0,0,2,24,1,10,243,77396,7,5657,9,266,0,0,2,58,0,0,1,3,54,18,2,27275,30,0,3,6,0,73,0,2,0,38,60,1,1,3,303,1203,79,1,1,3,1,21,1,0,16133,13,0,100,6,0,1,0,6376,37295,3,2,10,3,31933,61,9,0,6224,0,454710,480,7,0,3,2,1,109,0,2,161,0,0,1,0,0,238,135022,330,0,17,5595,1,0,2,0,0,9037,0,76,1839,5,49,1,1,11,2,4,0,24404,8,1,14,4,2068,11,28,0,0,24,0,3,1,117,1,15573,0,0,7,3,2,0,6,149,0,10,7367,2,10,9322f587-ef25-4f89-9485-a0695b5efa60.mirbase21.mirnas.quantification.txt
0,227,0,0,0,0,79,0,106,0,23,1,2,2,0,0,2,46,0,0,1,2,0,0,2,4687,1,7,0,9,1,0,0,2,0,0,3,6,0,0,0,0,45,238,16,1,0,194,9,1,29,0,678,0,0,4260,0,0,0,74,189271,1,0,2,6,0,519,0,1,0,0,11,0,8,3,0,6,1,22,102,0,2,39,0,0,4,0,4,3,118,0,1197,898,185,9,818,3,5,4,1,14,2,60,2,2,1,0,0,0,0,0,1,1,2435,2,0,4,0,2,0,0,1,108,313,1,0,3,0,3,1263,0,0,0,0,0,0,0,0,32,9887,0,396,5,47,0,0,0,13,0,0,1,0,16,5,0,2508,7,0,2,0,0,1,0,1,0,4,19,2,0,1,526,288,10,0,1,1,1,2,0,0,11178,4,0,89,1,0,1,0,562,13142,0,0,1,0,2361,9,1,1,734,2,38869,212,3,0,0,0,0,8,1,0,9,0,0,1,0,0,62,33516,53,1,4,833,0,0,0,0,0,4381,1,16,87,14,78,2,0,1,4,0,0,1885,4,0,0,1,682,3,6,0,0,7,0,1,0,699,2,126,0,2,3,0,0,0,1,883,0,2,102,2,0,2f1f7520-2127-4fee-aff5-c7f8d2de4b30.mirbase21.mirnas.quantification.txt
0,330,0,1,0,0,229,3,2881,0,14,0,5,0,0,4,0,73,0,0,9,9,0,1,2,15757,0,4,0,48,0,2,0,1,0,0,2,3,0,1,1,0,49,442,15,1,1,878,3,26,122,0,801,0,4,74286,1,2,2,108,1094851,5,0,2,1,0,1348,2,0,0,1,23,1,20,8,0,5,5,8,2838,1,20,278,0,4,5,0,95,25,71,1,1774,6125,637,170,979,14,24,11,3,77,0,53,5,0,12,0,0,0,1,11,191,1,3469,22,2,118,0,14,0,1,1,226,518,1,671,5,1,2,606,1,2,0,1,1,2,0,6,116,18132,0,1845,16,51,0,0,2,46,1,0,1,1547,10,45,0,42267,8,0,1,10,0,30,0,3,0,71,8,1,0,1,1216,2679,26,1,1,30,1,11,2,1,26017,2,0,174,6,2,1,0,1423,61338,0,0,1,3,3424,56,8,0,1532,2,22449,1270,7,1,0,2,2,34,0,0,43,2,1,1,0,0,31,71296,328,11,113,1004,0,0,0,0,0,12576,6,61,240,6,102,2,0,2,6,0,0,1793,8,0,5,6,2892,87,29,0,3,20,0,2,691,1467,1,2977,0,0,5,5,0,0,6,700,0,1,1824,0,2,ad61ed97-4062-4cd2-9fca-38450d4b79f6.mirbase21.mirnas.quantification.txt
0,646,7,0,0,3,1467,2,1071,0,33,1,17,0,0,0,0,192,3,0,2,22,3,0,7,29068,100,6,0,67,3,1,1,1,9,3,6,273,0,0,2,1,14,289,13,5,4,350,11,22,137,0,748,0,1,25773,1,0,0,632,1679870,7,0,0,3,0,5388,3,0,1,0,46,1,37,6,2,2,0,10,1108,2,3,1714,0,0,26,0,8,9,119,0,4617,4558,858,21,10174,18,15,16,2,269,0,133,44,1,0,1,0,0,0,1,240,11,12109,8,2,5,4,32,0,0,0,304,848,0,424,32,4,0,1101,4,0,1,0,1,2,0,7,262,38706,1,5783,10,115,1,0,4,48,0,0,0,917,50,1,0,84196,22,0,0,29,0,28,0,3,0,24,67,6,1,0,286,6563,64,1,0,1,4,11,0,0,23670,6,0,271,3,1,1,0,5454,40336,0,1,4,7,12109,47,8,0,4452,2,218416,1109,14,1,0,4,2,58,2,1,96,2,1,1,0,1,142,161809,324,4,15,5013,0,0,0,1,1,8581,1,71,1407,18,696,6,3,5,5,1,0,17740,7,0,6,0,4863,12,20,0,0,32,0,3,459,478,2,1103,0,0,9,0,1,0,14,7074,0,2,4641,4,0,5a658505-6dc6-49eb-802f-a97207e46ed6.mirbase21.mirnas.quantification.txt
0,202,7,0,0,0,1653,5,1498,5,44,0,28,0,0,2,0,253,0,1,19,25,0,1,10,44022,0,11,0,27,0,12,1,0,0,2,3,9,0,1,20,1,37,568,19,1,1,333,22,35,181,0,37,0,0,114856,0,1,1,200,907437,21,3,7,2,1,4783,1,0,0,2,22,1,23,6,1,10,0,9,1452,1,2,1347,0,1,41,0,18,20,140,0,2719,1304,751,45,19693,7,16,9,5,133,1,165,11,0,1,0,0,0,2,14,62,5,11391,6,0,22,2,2,0,1,0,5,928,1,0,35,1,1,1471,1,3,1,1,1,4,1,4,144,39141,2,3171,4,191,2,0,0,91,1,4,4,3,46,0,0,19767,29,0,7,6,0,133,2,1,0,53,23,2,0,4,476,3785,80,0,0,22,1,30,1,0,36091,18,0,8,5,3,0,4,4807,99091,0,1,2,2,11456,50,9,4,3060,0,299148,369,7,0,1,0,0,72,2,0,121,1,0,0,0,0,111,246206,675,3,12,3061,0,1,0,0,0,6867,0,69,1568,18,186,4,0,6,0,2,0,9076,2,0,8,5,1532,30,30,0,1,7,0,0,0,381,1,1456,0,1,6,2,2,0,3,38634,0,6,5067,0,4,5e28a878-24a0-4897-bba9-d3051872d190.mirbase21.mirnas.quantification.txt
4,1033,5,0,0,0,608,5,674,0,19,0,12,5,0,1,0,157,2,1,1,7,1,0,3,18590,0,10,0,18,4,0,1,0,2,1,4,11,1,0,2,0,40,871,19,0,0,1300,8,13,22,0,134,0,0,20676,1,0,0,344,1459013,5,0,0,1,0,3452,4,0,0,0,49,1,26,1,2,2,1,4,646,6,305,526,0,0,7,1,791,4,35,0,2775,2450,840,37,5021,6,5,5,1,128,1,110,20,1,1,0,0,1,2,1,0,5,10660,0,0,913,1,1,0,0,4,22,752,0,278,14,3,1,1716,0,3,0,0,0,4,2,8,190,35835,0,3780,2,67,0,0,1,29,0,0,0,421,27,14,1,12254,58,0,3,14,0,15,0,1,0,25,39,4,3,3,8,991,44,0,0,6,2,6,0,0,17774,2,1,15,2,0,1,0,3560,36552,1,2,1,3,10824,96,7,0,5517,1,96226,854,9,1,1,0,1,33,3,0,133,0,0,0,4,0,128,117392,363,2,687,3026,2,0,0,0,1,4570,0,17,624,2,369,3,0,5,2,0,0,8622,2,0,12,4,4045,569,16,0,0,12,0,0,304,396,4,674,1,1,4,3,0,0,1,1222,0,2,4017,0,2,b3ab2536-ce18-49e3-945a-3043379727e1.mirbase21.mirnas.quantification.txt
2,406,5,0,0,0,505,2,498,0,53,2,11,11,0,1,11,161,4,0,1,13,2,0,8,21252,0,12,0,31,6,9,3,2,5,1,19,15,0,1,0,0,103,683,26,0,2,874,10,29,161,0,311,2,3,87369,1,2,0,223,1958525,9,2,6,6,0,2079,1,2,1,1,53,3,38,12,1,4,1,5,520,3,5,262,0,1,39,0,21,14,4,4,2316,4486,1556,66,1464,7,22,5,1,133,1,176,30,1,0,0,0,0,1,1,2260,2,7730,13,3,26,3,11,0,0,1,290,2658,2,1,48,2,1,2411,0,3,0,0,1,2,0,13,630,26538,1,4197,9,191,0,0,4,94,0,0,2,1,61,90,1,30827,53,0,15,17,0,57,0,1,0,54,60,13,0,4,2698,2179,71,2,1,1,0,34,2,0,50323,12,0,268,1,1,4,1,2180,96405,0,0,3,0,7827,92,13,0,8203,0,45135,945,35,4,2,2,1,47,3,1,70,0,2,1,1,0,178,119132,825,7,31,4645,0,0,0,0,0,13900,1,104,494,28,214,4,5,10,16,5,0,4219,5,1,10,3,2059,31,40,0,0,19,0,3,1,1468,6,501,0,2,11,0,0,2,9,1711,5,0,1350,2,6,2c5f5a6e-870d-44fe-8186-239f545655a1.mirbase21.mirnas.quantification.txt
12,106,2,0,1,0,906,1,63,2,51,1,20,5,0,0,2,279,4,0,11,2,0,4,4,23938,1,5,0,39,5,17,2,0,0,1,1,1,0,0,1,1,32,273,50,4,0,926,18,10,35,0,497,2,2,23373,0,0,4,69,1073138,21,0,12,5,2,3714,1,1,2,2,104,1,27,3,2,11,2,20,60,6,315,724,1,0,51,0,636,7,5,0,546,349,474,22,2571,7,7,25,1,103,0,148,37,2,3,0,0,1,4,5,19,6,15163,2,2,681,1,7,0,0,0,148,658,1,79,39,0,1,2490,0,0,1,2,1,5,1,3,973,19899,0,5414,8,167,0,1,1,14,0,0,1,180,51,12,0,6080,44,0,11,40,0,44,0,2,0,29,150,4,0,0,965,814,105,1,0,1,2,21,0,0,4967,14,1,144,4,4,0,1,3656,10588,3,0,4,8,15208,54,9,2,12983,0,23790,123,28,0,3,4,0,51,4,1,139,1,0,1,0,0,613,52209,462,12,394,8029,0,0,0,0,0,5346,3,9,837,10,75,1,2,4,4,0,0,21977,4,3,7,13,5627,337,14,0,2,13,0,4,96,671,0,50,0,5,8,1,0,1,1,36,0,3,4842,0,1,df7d5dd0-cffa-42bc-8857-43baa39170d9.mirbase21.mirnas.quantification.txt
2,286,1,0,1,1,3596,5,9279,2,8,0,3,7,0,1,0,176,0,0,462,21,0,0,37,67195,0,52,1,37,2,1,4,0,2,2,2,301,0,0,122,0,2,436,20,4,0,420,4,10,39,0,3440,0,0,98467,0,2,1,219,775869,8,0,0,6,0,5978,1,0,0,0,20,1,17,3,3,15,0,8,9181,2,2,6214,0,1,4,0,14,1,266,1,1296,1769,236,38,19931,20,44,26,2,226,0,36,93,0,0,1,0,8,4,5,4,2,13939,0,0,12,1,18,5,1,1,440,2386,0,0,11,1,5,2759,2,0,2,0,0,0,2,10,47,73199,4,2828,14,17,1,0,2,249,0,0,0,0,6,16,2,28178,5,0,1,0,0,26,0,1,2,22,11,2,0,1,541,506,16,0,1,4,2,3,0,0,87605,0,0,369,3,0,0,0,6170,324722,0,1,0,0,14172,25,0,0,1587,0,232951,338,12,2,1,0,1,72,0,0,124,1,0,3,0,0,31,179201,159,1,7,1165,0,0,0,0,0,3720,5,22,3328,1,217,5,2,47,3,3,0,7207,8,0,20,2,13562,5,11,1,0,23,0,2,0,202,2,8980,0,2,6,0,0,0,7,4315,1,3,30154,0,9,d5016b86-e010-44de-83d2-542fc6e9424e.mirbase21.mirnas.quantification.txt
4,147,0,0,0,1,1382,3,3984,4,12,1,5,4,0,4,0,157,0,0,1,8,1,0,8,42355,100,18,0,45,0,0,4,0,3,0,1,89,2,0,0,0,23,128,49,1,1,295,2,8,27,0,1492,4,0,40917,1,7,0,89,508803,1,3,0,5,0,4531,1,0,0,2,25,2,22,3,5,6,0,6,3998,2,4,7052,1,1,3,0,17,10,149,1,495,3296,900,13,31852,10,41,32,2,140,0,19,58,0,0,0,0,5,0,2,264,1,14542,5,1,10,1,16,1,1,3,6,1084,1,140,5,2,3,1370,1,1,0,1,0,1,0,15,90,42317,0,2929,15,31,0,0,0,55,0,4,4,288,9,5,0,18483,7,1,4,10,0,39,1,1,0,40,26,0,0,0,136,542,17,3,1,0,2,2,1,0,27642,1,1,3,6,2,1,2,4704,45552,6,2,0,0,14553,24,4,0,2041,1,194580,71,7,0,1,0,5,59,0,3,89,0,0,0,0,4,58,48942,61,4,7,1521,0,0,0,4,0,3772,6,33,1011,6,75,3,0,1,0,2,0,3762,3,0,41,4,10097,7,3,0,0,36,0,2,133,443,0,4053,0,5,5,1,1,0,2,4695,0,3,35498,0,5,3b597182-5519-4939-adbb-2fdecad47212.mirbase21.mirnas.quantification.txt
