513,1,516,518,6,1033,1546,522,1036,1034,1550,523,1043,531,533,1049,538,1563,1568,545,1058,36,1067,1071,560,561,1074,1075,1587,1077,54,1591,56,57,571,1600,1090,1091,578,1605,70,1092,1098,75,586,1100,1103,80,1618,83,1108,1621,1110,86,1624,1626,605,611,1124,613,102,103,1127,1642,1131,106,1645,1648,112,1652,1146,635,127,1664,642,643,647,137,139,652,141,1166,1168,659,1686,663,1174,153,1180,1693,1183,672,1697,162,1186,1702,678,681,1706,171,1196,1195,686,1199,1198,1200,689,179,1204,172,694,183,697,698,1210,702,703,192,193,1729,1733,1225,1739,1228,1740,1230,207,720,215,1752,727,728,1239,1243,217,222,736,1251,742,231,1254,1258,1772,1775,753,1778,1266,244,1781,1782,1271,761,762,1785,1274,1277,1791,1793,1794,1285,1798,776,1802,1292,1293,271,1295,783,1297,788,1301,1306,795,282,286,800,1317,806,809,1322,1323,299,812,816,817,1335,1337,1340,320,834,1347,324,326,839,330,1354,842,331,1358,843,1361,338,855,1369,345,359,1384,1385,1388,880,369,1393,1394,373,1398,885,1400,1402,379,378,380,894,1407,382,1409,1404,1413,1414,391,904,398,399,912,405,406,407,920,408,414,1439,418,1447,1449,1450,1452,941,1458,435,951,440,1474,964,965,455,464,465,468,984,990,993,486,999,1002,1515,1516,1522,1019,1020,509,file_name
0,1354,1,0,0,2,2257,2,10382,3,8,0,4,0,0,0,1,25,1,0,31,1,1,1,73,18109,0,121,0,44,2,4,4,0,0,0,1,224,0,0,37,0,0,159,27,1,0,153,2,4,81,0,1411,0,0,161638,0,0,0,303,484372,15,5,0,3,0,2706,0,1,4,0,6,0,19,14,0,8,0,6,10544,0,0,10051,2,1,2,0,1,2,49,0,5387,1709,80,7,6708,15,8,11,2,133,0,10,32,0,0,0,0,13,1,1,0,1,11881,12,0,2,0,12,17,0,0,674,2085,0,0,0,2,1,3181,1,1,0,0,0,0,0,12,17,28415,2,841,12,14,1,0,0,29,0,0,1,0,3,3,0,12127,2,0,0,0,0,1,0,2,0,20,5,1,4,4,33,397,4,3,1,0,1,3,0,0,5933,0,0,583,5,0,0,0,2808,23092,6,2,0,0,12081,11,0,0,451,0,136856,613,0,2,0,1,1,55,0,1,32,1,0,1,0,1,7,32081,51,0,0,416,0,0,0,0,1,1270,0,42,1904,7,282,1,0,22,5,2,0,5239,10,0,5,1,1636,2,2,2,2,7,0,2,1,63,1,10533,0,0,4,1,1,0,7,258,1,5,23208,2,3,c58224ec-f25e-4af7-8a1f-2e628dd617ce.mirbase21.mirnas.quantification.txt
0,120,3,0,0,0,653,3,1142,0,8,0,6,1,0,0,1,200,1,0,0,2,0,1,10,13629,0,16,0,32,2,1,0,0,3,7,4,4,0,0,2,0,51,290,19,1,1,951,6,14,116,0,64,1,1,12579,0,1,3,83,854225,15,0,4,1,0,1787,1,1,0,1,9,0,8,4,0,2,9,4,1209,2,30,426,0,2,10,0,14,7,171,0,999,4498,760,22,2556,4,12,7,4,47,2,29,13,0,2,0,0,1,0,3,1,1,6430,8,0,28,0,12,1,1,1,161,958,3,74,6,0,0,1685,1,3,0,2,0,0,0,0,83,25669,4,2364,8,54,0,0,3,89,0,0,0,143,14,55,0,19663,15,0,3,8,0,13,0,0,0,33,3,1,0,2,363,1677,26,1,2,3,1,6,2,0,15718,4,0,132,0,2,0,0,1890,73203,7,1,0,2,6535,25,8,1,1098,1,57669,890,4,1,1,0,3,25,0,0,51,1,2,0,0,1,33,97604,267,6,62,1068,1,1,0,0,0,7086,0,22,612,3,61,0,0,3,0,1,0,1987,3,0,1,3,1504,86,15,0,1,8,0,1,72,190,2,1133,0,1,5,0,0,0,0,1160,0,1,2886,0,5,50e77d66-4ddb-457c-9584-98e257303dcb.mirbase21.mirnas.quantification.txt
7,122,8,2,0,1,1195,13,500,2,39,7,64,4,0,3,2,186,1,1,3,7,1,1,20,48253,0,26,0,58,2,1,1,3,5,5,11,60,9,1,1,3,60,568,51,9,0,1615,11,43,191,0,41,4,1,19672,0,1,4,317,2207217,7,2,6,3,0,6203,4,0,1,4,146,1,37,14,1,3,0,15,502,5,732,1729,0,2,40,0,1223,21,179,4,556,4988,1343,39,12988,13,22,40,9,319,4,162,39,0,3,3,0,1,3,7,2,11,21304,3,0,1275,1,41,0,0,0,434,1047,2,0,53,0,6,2859,1,5,1,0,0,0,0,9,515,43985,1,4978,9,179,1,0,3,104,0,0,10,0,64,52,1,24113,68,2,7,18,2,98,0,4,7,74,133,10,17,6,1503,643,129,2,0,13,2,21,0,0,45930,13,0,411,5,2,2,4,6153,92407,1,2,4,1,21473,154,13,2,12165,6,162613,743,46,0,2,0,2,95,3,1,238,0,0,0,7,3,296,106519,463,2,1345,8290,2,0,0,0,1,9850,33,78,1093,21,270,6,0,4,7,0,0,18940,4,5,21,5,4938,1104,43,0,0,39,1,0,0,1338,4,460,0,6,10,2,2,0,5,925,1,7,12174,0,1,6365d580-83dc-43bb-81c2-b138d998ad72.mirbase21.mirnas.quantification.txt
1,205,3,1,0,1,653,1,638,2,19,0,40,4,0,3,8,130,0,0,2,9,0,0,7,18611,0,12,0,89,3,0,1,3,0,1,12,7,0,0,0,0,223,456,43,2,1,1069,5,34,78,1,581,2,5,9972,0,0,0,102,1385027,3,0,4,4,0,2662,2,4,0,2,11,0,40,5,1,12,2,18,586,0,3,974,0,1,9,0,6,23,1880,0,996,11046,938,43,1308,8,34,7,6,57,3,63,23,0,2,0,0,2,0,2,529,4,6651,1,0,5,1,50,0,0,1,103,1612,5,460,8,0,2,3585,0,2,3,0,1,0,0,2,216,23332,0,2052,6,86,1,0,5,61,0,0,0,338,15,15,0,20107,17,0,12,9,0,3,0,6,1,31,25,26,0,8,2223,960,21,3,4,2,1,4,0,0,37961,4,0,96,7,0,5,0,2654,86765,4,1,0,4,6634,91,6,0,2968,1,86428,1012,12,6,0,5,3,29,1,1,34,2,0,1,0,0,108,101730,1472,5,6,1934,0,0,0,0,1,11763,5,103,604,70,111,16,2,1,0,0,0,3699,8,1,5,2,1678,8,32,0,0,10,0,2,447,870,18,595,0,2,10,2,0,0,3,1242,0,4,3781,1,5,919909cf-9da7-4971-bdb9-2103f4eed52c.mirbase21.mirnas.quantification.txt
5,475,2,0,0,0,1401,1,163,0,19,0,27,11,0,0,1,229,1,0,2,2,1,0,4,8925,1,6,0,9,0,0,0,0,4,0,1,51,0,2,0,0,70,110,4,0,0,561,4,7,44,0,136,0,0,18190,0,0,0,451,1418368,8,0,4,2,0,2268,1,1,0,0,29,0,12,5,2,4,2,5,172,0,0,1365,0,0,13,0,18,3,77,1,2219,7250,1207,20,2254,3,19,7,2,71,0,44,10,0,2,1,0,0,0,4,97,3,6352,7,0,15,1,5,0,0,2,9,1135,0,19,18,1,1,1976,0,1,1,0,0,2,0,0,181,21411,0,4296,5,102,0,0,5,38,1,0,1,75,11,0,1,23220,43,2,3,3,0,34,0,1,0,39,38,4,0,2,676,803,25,1,2,4,2,5,0,0,12949,3,0,10,1,0,0,2,2367,39941,1,1,1,2,6522,39,5,1,2035,0,63136,774,13,0,0,1,1,48,4,1,77,0,0,0,0,1,44,48156,146,2,7,2419,1,0,0,0,1,5619,1,16,1318,14,431,0,0,1,3,2,0,11231,2,0,5,3,3282,11,4,0,1,10,0,5,21,242,0,169,0,0,6,0,0,1,3,217,0,4,8207,0,3,2a097a4a-1c64-4e93-aaf6-88751a946f8c.mirbase21.mirnas.quantification.txt
0,64,0,0,0,1,1634,11,982,0,20,0,48,3,0,1,1,323,1,2,32,7,0,2,17,27862,0,14,1,55,2,1,2,2,0,8,5,55,2,0,1,0,23,1300,34,0,3,575,0,9,57,0,1180,0,1,26597,0,0,2,43,1939126,20,1,1,4,0,6750,4,1,1,1,51,0,43,3,1,5,1,10,993,1,106,1819,0,1,10,0,378,20,54,0,204,2888,665,187,4245,10,17,14,1,90,0,56,44,1,5,1,0,3,1,3,5,4,10955,6,0,422,0,11,1,0,3,344,1183,4,3,9,1,0,2406,0,1,1,0,1,4,0,1,93,46861,2,7063,12,92,0,0,6,32,0,0,1,3,10,0,0,16326,22,0,4,4,0,32,0,0,0,58,29,6,5,4,389,3989,34,5,2,6,1,10,0,1,9328,3,0,310,7,0,0,0,6818,23983,1,2,1,6,11063,43,5,0,3689,0,112838,154,21,3,2,1,0,37,0,0,169,0,2,0,1,0,53,160206,239,4,219,2867,1,0,0,0,1,5661,1,54,1411,7,36,0,0,12,1,1,0,13736,6,0,6,5,3409,158,17,0,0,19,0,8,1,113,2,962,2,3,7,2,1,0,6,449,0,12,13781,9,6,e17ec6d0-fa01-4c4c-ba36-d9d9581dd297.mirbase21.mirnas.quantification.txt
0,76,1,0,0,0,1043,1,1255,1,9,0,2,11,0,0,1,96,1,0,0,6,0,1,5,13669,0,13,0,8,3,0,2,0,1,1,3,4,1,1,1,0,60,307,5,0,0,370,1,16,39,0,91,0,0,12632,0,0,0,54,1115863,5,0,0,6,0,1561,0,0,0,0,13,1,16,2,0,2,1,11,1268,2,2,724,0,1,11,0,8,4,41,1,621,3111,1026,30,4537,5,2,10,2,58,0,58,11,0,2,0,0,0,0,0,1908,3,8600,1,0,4,2,2,1,0,1,22,2774,0,64,11,0,1,1671,0,1,1,2,0,0,0,2,87,28704,1,1315,2,87,0,0,0,69,0,0,1,87,9,3,1,11252,13,0,3,3,0,11,0,0,1,5,15,3,0,2,1793,731,19,0,0,0,0,7,0,0,22942,0,0,36,5,1,2,0,1632,44221,0,0,0,0,8635,53,1,2,1897,0,59958,502,0,1,0,0,1,28,1,0,24,0,0,0,0,0,54,123035,241,1,5,1463,0,0,0,0,1,4617,0,22,1097,10,81,0,0,16,1,1,0,9505,1,0,7,0,955,2,21,0,0,5,0,2,58,172,1,1259,0,0,3,0,0,0,1,1780,1,2,2529,2,0,1e149297-5299-4047-b8c0-3198643abb10.mirbase21.mirnas.quantification.txt
3,297,0,0,0,7,2025,12,38238,5,3,0,5,0,0,1,0,70,0,0,777,24,6,0,75,51976,0,140,0,133,3,1,11,0,1,0,15,514,1,2,256,0,11,211,43,2,2,1254,1,15,300,1,44,5,3,63491,0,0,0,120,2294249,7,1,1,15,1,7230,2,2,1,0,7,1,48,8,6,9,4,1,38034,2,3,2433,0,2,6,0,10,16,77,0,1320,4309,795,14,13014,31,73,48,4,1046,2,10,158,0,4,0,0,8,12,1,0,1,69812,7,0,2,3,91,3,1,5,986,2615,1,1,4,0,1,8320,7,1,0,0,0,1,0,14,45,93701,3,5914,38,42,0,1,2,2214,0,0,2,5,7,55,0,163805,3,2,1,0,0,22,0,5,2,61,14,3,19,34,245,2518,7,1,1,6,3,1,2,0,527901,2,1,787,8,3,1,1,7120,1363873,0,1,0,0,70669,24,7,0,781,1,201364,1524,20,3,0,6,4,54,0,0,101,0,1,2,0,3,15,82501,451,4,10,625,0,0,0,3,0,35563,1,211,1954,29,128,2,1,160,1,0,0,2910,19,0,58,2,36003,3,12,1,0,70,0,8,4,93,9,38345,2,7,10,0,0,0,64,1198,3,13,6529,2,19,4bfb9596-e38a-42e1-8c71-96f18f916a55.mirbase21.mirnas.quantification.txt
13,221,14,2,0,3,4819,12,32880,5,52,2,81,2,0,0,5,318,10,1,133,27,3,2,44,59292,0,71,1,103,2,2,3,2,3,27,18,5,1,4,4,1,114,576,46,6,1,369,31,23,141,1,2945,5,0,131145,2,0,7,158,3261132,31,3,19,12,0,12092,4,0,7,6,157,3,138,71,16,8,0,129,32748,2,4,5278,0,6,91,0,16,39,8,2,1092,14635,859,24,13054,16,19,91,5,460,1,503,28,0,3,0,0,2,3,0,3398,17,42992,36,4,5,2,20,2,0,0,838,6064,2,11,103,1,10,5231,1,12,0,0,2,35,1,10,834,85864,5,5362,17,939,5,0,5,340,0,0,12,24,100,66,2,23488,88,1,2,13,0,193,0,9,2,152,142,6,1,0,197,908,191,3,3,0,15,46,4,0,101151,42,0,788,5,1,1,3,12149,218637,9,3,5,4,43589,37,9,1,18591,1,380953,346,48,6,3,4,8,146,4,6,177,0,7,1,0,6,686,176206,965,0,16,16483,2,1,0,0,1,18809,0,163,4608,24,145,8,13,31,6,2,0,44860,4,3,5,2,2779,13,19,0,0,18,1,35,16,524,3,32892,2,4,11,30,2,0,22,16618,1,14,14299,3,12,b40daebe-6c0e-4931-a9d2-98df9c3b0497.mirbase21.mirnas.quantification.txt
